"","Sensitivity","Specificity","One_minus_Specificity","Precision","F1_Score","F_beta_Score","Accuracy","True_Positives","False_Negatives","False_Positives","True_Negatives","Early_cutoff","Set Number"
"long_cut =  14 ; prob =  0.93",4.27031509121061,99.3464586226615,0.653541377338451,72.027972027972,8.06262230919765,5.25993259115514,72.4699677702901,206,4618,80,12161,3,10
"long_cut =  14 ; prob =  0.94",3.8971807628524,99.4444898292623,0.555510170737683,73.4375,7.40157480314961,4.80769230769231,72.4348080867272,188,4636,68,12173,3,10
"long_cut =  14 ; prob =  0.95",3.48258706467662,99.5425210358631,0.457478964136915,75,6.65610142630745,4.30327868852459,72.3879285086434,168,4656,56,12185,3,10
"long_cut =  14 ; prob =  0.96",2.88142620232172,99.6242137080304,0.375786291969615,75.1351351351351,5.55000998203234,3.5675786663929,72.2765895106944,139,4685,46,12195,3,10
"long_cut =  14 ; prob =  0.97",2.25953565505804,99.7059063801977,0.294093619802305,75.1724137931034,4.38720064399276,2.80335373694769,72.1593905654849,109,4715,36,12205,3,10
"long_cut =  14 ; prob =  0.98",1.5547263681592,99.8039375867985,0.196062413201537,75.7575757575758,3.04692260816575,1.93348801237432,72.0304717257545,75,4749,24,12217,3,10
"long_cut =  14 ; prob =  0.99",1.16086235489221,99.8937995261825,0.106200473817497,81.1594202898551,2.28898426323319,1.44590756519494,71.9835921476707,56,4768,13,12228,3,10
"long_cut =  14 ; prob =  1",0,100,0,NA,NA,NA,71.7316144154703,0,4824,0,12241,3,10
"long_cut =  14 ; prob =  random_rate",26.4391032114724,0.734719897999841,26.5280102000159,28.2233721431652,27.3021170090729,196.158252188855,60.1657142857143,1309,3642,3329,9220,3,10
"long_cut =  14 ; prob =  random_50",49.424358715411,0.50227109729859,49.772890270141,28.1490854710687,35.8692465552624,239.393620381093,50,2447,2504,6246,6303,3,10
"long_cut =  15 ; prob =  0",100,0,100,26.8912979783182,42.3847787937564,64.7779565794303,26.8912979783182,4589,0,12476,0,3,10
"long_cut =  15 ; prob =  0.01",100,0,100,26.8912979783182,42.3847787937564,64.7779565794303,26.8912979783182,4589,0,12476,0,3,10
"long_cut =  15 ; prob =  0.02",100,0,100,26.8912979783182,42.3847787937564,64.7779565794303,26.8912979783182,4589,0,12476,0,3,10
"long_cut =  15 ; prob =  0.03",100,0,100,26.8912979783182,42.3847787937564,64.7779565794303,26.8912979783182,4589,0,12476,0,3,10
"long_cut =  15 ; prob =  0.04",100,0,100,26.8912979783182,42.3847787937564,64.7779565794303,26.8912979783182,4589,0,12476,0,3,10
"long_cut =  15 ; prob =  0.05",99.9782087600784,0,100,26.8870135958744,42.3774996536277,64.7656691134952,26.8854380310577,4588,1,12476,0,3,10
"long_cut =  15 ; prob =  0.06",99.9782087600784,0,100,26.8870135958744,42.3774996536277,64.7656691134952,26.8854380310577,4588,1,12476,0,3,10
"long_cut =  15 ; prob =  0.07",99.9782087600784,0.00801538954793203,99.9919846104521,26.8885893453672,42.3794568631073,64.7674976707417,26.8912979783182,4588,1,12475,1,3,10
"long_cut =  15 ; prob =  0.08",99.8910438003922,0.00801538954793203,99.9919846104521,26.8714461574535,42.350332594235,64.7183396865735,26.8678581892763,4584,5,12475,1,3,10
"long_cut =  15 ; prob =  0.09",99.5859664414905,0.641231163834562,99.3587688361654,26.9362253919604,42.4031547204825,64.6905611233792,27.2487547612071,4570,19,12396,80,3,10
"long_cut =  15 ; prob =  0.1",99.0411854434517,1.37864700224431,98.6213529977557,26.9748946525016,42.4013434089001,64.5504899872177,27.641371227659,4545,44,12304,172,3,10
"long_cut =  15 ; prob =  0.11",95.4674220963173,11.2455915357486,88.7544084642514,28.348647599327,43.7160105772589,64.7885241052943,33.8939349545854,4381,208,11073,1403,3,10
"long_cut =  15 ; prob =  0.12",93.876661582044,13.9387624238538,86.0612375761462,28.6340977068794,43.8830599979627,64.4890871530793,35.4351010840902,4308,281,10737,1739,3,10
"long_cut =  15 ; prob =  0.13",91.2399215515363,21.5613978839372,78.4386021160628,29.9649323695699,45.1136730955716,64.7561013331684,40.2988573102842,4187,402,9786,2690,3,10
"long_cut =  15 ; prob =  0.14",88.7557202004794,28.895479320295,71.104520679705,31.4663164400494,46.4609593338276,65.0638977635783,44.9926750659244,4073,516,8871,3605,3,10
"long_cut =  15 ; prob =  0.15",85.3780780126389,41.9365181147804,58.0634818852196,35.1012363375739,49.7492222716018,66.3662849786571,53.6185174333431,3918,671,7244,5232,3,10
"long_cut =  15 ; prob =  0.16",82.7631292220527,50.23244629689,49.76755370311,37.953432597182,52.0416552480132,66.9534252371047,58.9803691766774,3798,791,6209,6267,3,10
"long_cut =  15 ; prob =  0.17",80.3878840706036,55.7630650849631,44.2369349150369,40.0629887054735,53.4753932014206,66.9169931795095,62.3849985350132,3689,900,5519,6957,3,10
"long_cut =  15 ; prob =  0.18",77.6857703203312,59.9791599871754,40.0208400128246,41.6569291890629,54.2329048452118,66.2294716504422,64.740697333724,3565,1024,4993,7483,3,10
"long_cut =  15 ; prob =  0.19",75.3758988886468,63.4097467136903,36.5902532863097,43.1081754735793,54.8481725204154,65.5610310841547,66.6276003515968,3459,1130,4565,7911,3,10
