"","Sensitivity","Specificity","One_minus_Specificity","Precision","F1_Score","F_beta_Score","Accuracy","True_Positives","False_Negatives","False_Positives","True_Negatives","Early_cutoff","Set Number"
"long_cut =  4 ; prob =  0",100,0,100,54.821551132464,70.8190180649451,85.8501719690456,54.821551132464,9585,0,7899,0,3,7
"long_cut =  10 ; prob =  0.45",48.8623342609265,88.6105984708674,11.3894015291326,69.7266993693062,57.4590952839269,51.9726990980952,74.7255260750229,2985,3124,1296,10083,3,7
"long_cut =  10 ; prob =  0.46",47.9292846619741,88.9884875648124,11.0115124351876,70.0310930399426,56.9096209912536,51.1584023482545,74.6454711802379,2928,3181,1253,10126,3,7
"long_cut =  10 ; prob =  0.47",46.9634964806024,89.4366816064681,10.5633183935319,70.4740849914026,56.3654223968566,50.3209737959098,74.599725526075,2869,3240,1202,10177,3,7
"long_cut =  10 ; prob =  0.48",45.9322311343919,89.8585112927322,10.1414887072678,70.8585858585859,55.7354255636111,49.4083673756867,74.5139524245197,2806,3303,1154,10225,3,7
"long_cut =  10 ; prob =  0.49",44.655426420036,90.245188505141,9.75481149485895,71.07868681605,54.850708756409,48.2422013156964,74.3195333943275,2728,3381,1110,10269,3,7
"long_cut =  10 ; prob =  0.5",43.6077917826158,90.6494419544776,9.35055804552245,71.4592274678112,54.1628545288198,47.2944184064763,74.2166056724611,2664,3445,1064,10315,3,7
"long_cut =  10 ; prob =  0.51",42.85480438697,91.1503647069162,8.84963529308375,72.2206896551724,53.7908362440929,46.6483731869855,74.279505946935,2618,3491,1007,10372,3,7
"long_cut =  10 ; prob =  0.52",42.0199705352758,91.4227963792952,8.57720362070481,72.4527236804968,53.1910484873601,45.8736909825226,74.1651418115279,2567,3542,976,10403,3,7
"long_cut =  10 ; prob =  0.53",41.005074480275,91.7303805255295,8.26961947447051,72.6929773650609,52.4332810047096,44.9214547019582,74.0107502287283,2505,3604,941,10438,3,7
"long_cut =  10 ; prob =  0.54",40.1211327549517,91.9852359609807,8.01476403901925,72.8813559322034,51.7525337837838,44.084319579841,73.8677950594694,2451,3658,912,10467,3,7
"long_cut =  10 ; prob =  0.55",39.3517760680962,92.3982775287811,7.60172247121891,73.5393086570817,51.2689272766048,43.3856704565963,73.8677950594694,2404,3705,865,10514,3,7
"long_cut =  10 ; prob =  0.56",38.4023571779342,92.7146497934792,7.28535020652078,73.8897637795276,50.5385609651013,42.4830683423273,73.7419945105215,2346,3763,829,10550,3,7
"long_cut =  10 ; prob =  0.57",37.6821083647078,92.943140873539,7.05685912646102,74.1384863123994,49.9674408508791,41.7922370284303,73.6390667886551,2302,3807,803,10576,3,7
"long_cut =  10 ; prob =  0.58",36.7326894745458,93.1276913612795,6.87230863872045,74.1573033707865,49.1297208538588,40.8564561940136,73.4274931381519,2244,3865,782,10597,3,7
"long_cut =  10 ; prob =  0.59",35.7177934195449,93.4089111521223,6.59108884787767,74.4201909959072,48.2689967923902,39.8640748319205,73.2559469350412,2182,3927,750,10629,3,7
"long_cut =  10 ; prob =  0.6",34.8502209854313,93.5934616398629,6.40653836013709,74.4926522043387,47.4852235976358,39.0012456950245,73.0729643183898,2129,3980,729,10650,3,7
"long_cut =  10 ; prob =  0.61",33.8025863480111,93.8395289568503,6.16047104314966,74.6565437454808,46.5352112676056,37.9567678847144,72.8671088746569,2065,4044,701,10678,3,7
"long_cut =  10 ; prob =  0.62",33.0332296611557,94.0416556815186,5.95834431848141,74.8516320474778,45.8375922771153,37.1885596343801,72.7298719121683,2018,4091,678,10701,3,7
"long_cut =  10 ; prob =  0.63",32.3620887215584,94.2174180507953,5.78258194920468,75.0284629981025,45.2195791399817,36.5150899486535,72.6097895699909,1977,4132,658,10721,3,7
"long_cut =  10 ; prob =  0.64",31.4617777050254,94.4459091308551,5.55409086914491,75.2545027407987,44.3726191850398,35.6057799184883,72.4439615736505,1922,4187,632,10747,3,7
"long_cut =  10 ; prob =  0.65",30.528728106073,94.6919764478425,5.30802355215748,75.5366545159984,43.4833294474236,34.658985318714,72.2781335773102,1865,4244,604,10775,3,7
"long_cut =  10 ; prob =  0.66",29.9066950401048,94.8062219878724,5.1937780121276,75.5583126550869,42.8521168054415,34.0172786177106,72.1351784080512,1827,4282,591,10788,3,7
"long_cut =  10 ; prob =  0.67",28.9245375675233,95.0083487125407,4.99165128745935,75.6745182012848,41.852202747513,33.0021291696238,71.923604757548,1767,4342,568,10811,3,7
"long_cut =  10 ; prob =  0.68",28.1879194630872,95.148958607962,4.85104139203797,75.7255936675462,41.0831444590242,32.2351179333583,71.7577767612077,1722,4387,552,10827,3,7
"long_cut =  10 ; prob =  0.69",27.5331478146996,95.2895685033834,4.71043149661657,75.834084761046,40.3987030142909,31.55248743153,71.6205397987191,1682,4427,536,10843,3,7
"long_cut =  10 ; prob =  0.7",26.7474218366345,95.4477546357325,4.55224536426751,75.9293680297398,39.5593753782835,30.7281480367083,71.4489935956084,1634,4475,518,10861,3,7
"long_cut =  10 ; prob =  0.71",25.7980029464724,95.6059407680816,4.39405923191845,75.9152215799615,38.5094685400122,29.7223898611949,71.2202653247941,1576,4533,500,10879,3,7
"long_cut =  10 ; prob =  0.72",25.1268620068751,95.7904912558221,4.20950874417787,76.2164846077458,37.7939185030161,29.0170132325142,71.105901189387,1535,4574,479,10900,3,7
"long_cut =  10 ; prob =  0.73",24.2756588639712,95.9486773881712,4.05132261182881,76.2860082304527,36.830994660375,28.1084154662623,70.9114821591949,1483,4626,461,10918,3,7
"long_cut =  10 ; prob =  0.74",23.3917171386479,96.0365585728096,3.96344142719044,76.0106382978723,35.774189510577,27.1507827937376,70.6598810612992,1429,4680,451,10928,3,7
"long_cut =  10 ; prob =  0.75",22.5568832869537,96.2211090605501,3.77889093944986,76.216814159292,34.8111658456486,26.2536198750191,70.4883348581885,1378,4731,430,10949,3,7
"long_cut =  10 ; prob =  0.76",21.7711573088885,96.388083311363,3.61191668863696,76.3928776565192,33.8853503184713,25.4039805936509,70.3225068618481,1330,4779,411,10968,3,7
"long_cut =  10 ; prob =  0.77",20.9690620396137,96.4759644960014,3.52403550399859,76.1593341260404,32.8840970350404,24.5233172524696,70.0994967978042,1281,4828,401,10978,3,7
"long_cut =  10 ; prob =  0.78",20.2160746439679,96.6429387468143,3.35706125318569,76.3760049474335,31.9699715247217,23.7016850266764,69.9451052150046,1235,4874,382,10997,3,7
"long_cut =  10 ; prob =  0.79",19.4794565395318,96.818701116091,3.18129888390896,76.6752577319588,31.0664404124788,22.8951823918732,69.8021500457457,1190,4919,362,11017,3,7
"long_cut =  10 ; prob =  0.8",18.7428384350958,96.9329466561209,3.06705334387908,76.6398929049531,30.119689596212,22.0786733513305,69.6191674290942,1145,4964,349,11030,3,7
"long_cut =  10 ; prob =  0.81",17.8916352921919,97.0559803146146,2.94401968538536,76.5406162464986,29.0035823271859,21.1297556449118,69.4018755718207,1093,5016,335,11044,3,7
"long_cut =  10 ; prob =  0.82",17.1713864789655,97.1262852623253,2.87371473767466,76.2354651162791,28.0293921175685,20.3200061986673,69.1960201280878,1049,5060,327,11052,3,7
"long_cut =  10 ; prob =  0.83",16.5166148305778,97.2141664469637,2.7858335530363,76.0935143288084,27.1418964357767,19.5831069016381,69.0244739249771,1009,5100,317,11062,3,7
"long_cut =  10 ; prob =  0.84",15.7308888525127,97.3811406977766,2.6188593022234,76.330420969023,26.085776330076,18.7001362132711,68.8586459286368,961,5148,298,11081,3,7
"long_cut =  10 ; prob =  0.85",15.1415943689638,97.4778100008788,2.52218999912118,76.3201320132013,25.2697718890862,18.0325951341235,68.7156907593778,925,5184,287,11092,3,7
"long_cut =  10 ; prob =  0.86",14.4213455557374,97.5920555409087,2.4079444590913,76.2770562770563,24.2566079295154,17.2130827243953,68.5384263494968,881,5228,274,11105,3,7
"long_cut =  10 ; prob =  0.87",13.5865117040432,97.7063010809386,2.29369891906143,76.076993583868,23.0555555555556,16.2572961961844,68.3211344922232,830,5279,261,11118,3,7
"long_cut =  10 ; prob =  0.88",12.9317400556556,97.8293347394323,2.17066526056772,76.1812921890068,22.1102714805486,15.506614847093,68.172461116194,790,5319,247,11132,3,7
"long_cut =  10 ; prob =  0.89",12.3424455721067,97.9875208717814,2.01247912821865,76.7039674465921,21.2633953750705,14.8314253117747,68.0695333943275,754,5355,229,11150,3,7
"long_cut =  10 ; prob =  0.9",11.63856605009,98.0929782933474,1.9070217066526,76.6163793103448,20.207474776183,14.0159280870525,67.8922689844465,711,5398,217,11162,3,7
"long_cut =  10 ; prob =  0.91",11.0001636929121,98.224800070305,1.77519992969505,76.8878718535469,19.2467420879278,13.2753852232319,67.7550320219579,672,5437,202,11177,3,7
"long_cut =  10 ; prob =  0.92",10.1816991324276,98.3214693734072,1.67853062659284,76.5067650676507,17.9716844842531,12.3173194978019,67.532021957914,622,5487,191,11188,3,7
"long_cut =  10 ; prob =  0.93",9.69062039613685,98.382986202654,1.61701379734599,76.2886597938144,17.196804647785,11.7404410598128,67.4005032021958,592,5517,184,11195,3,7
"long_cut =  10 ; prob =  0.94",8.87215583565232,98.5499604534669,1.45003954653309,76.6619519094767,15.9037558685446,10.7783478502963,67.2232387923147,542,5567,165,11214,3,7
"long_cut =  10 ; prob =  0.95",7.92273694549026,98.6642059934968,1.33579400650321,76.1006289308176,14.351371386212,9.65220165922144,66.9659194876487,484,5625,152,11227,3,7
"long_cut =  10 ; prob =  0.96",7.20248813226387,98.7960277704543,1.20397222954566,76.2564991334489,13.1618306909961,8.79542637828329,66.8000914913083,440,5669,137,11242,3,7
"long_cut =  10 ; prob =  0.97",6.13848420363398,98.9014851920204,1.09851480797961,75,11.3481615978212,7.51924927815207,66.4970265324794,375,5734,125,11254,3,7
"long_cut =  10 ; prob =  0.98",5.20543460468162,99.0333069689779,0.966693031022059,74.2990654205608,9.72923359339146,6.39478764478764,66.2568618481244,318,5791,110,11269,3,7
"long_cut =  10 ; prob =  0.99",3.94499918153544,99.3145267598207,0.68547324017928,75.5485893416928,7.49844430616055,4.86770349424359,65.9995425434584,241,5868,78,11301,3,7
"long_cut =  10 ; prob =  1",0,100,0,NA,NA,NA,65.0674748398902,0,6109,0,11379,3,7
"long_cut =  10 ; prob =  random_rate",32.9735034347399,0.659318461268224,34.0681538731776,34.1984732824427,33.5748188858356,197.835326677869,54.4171428571428,2016,4098,3879,7507,3,7
"long_cut =  10 ; prob =  random_50",49.3621197252208,0.495520815036009,50.4479184963991,34.4441908240128,40.5754235009411,223.914745017761,49.4857142857143,3018,3096,5744,5642,3,7
"long_cut =  11 ; prob =  0",100,0,100,33.0741079597438,49.7078033688553,71.1894446632532,33.0741079597438,5784,0,11704,0,3,7
"long_cut =  11 ; prob =  0.01",100,0,100,33.0741079597438,49.7078033688553,71.1894446632532,33.0741079597438,5784,0,11704,0,3,7
"long_cut =  11 ; prob =  0.02",100,0.00854408749145591,99.9914559125085,33.075999313776,49.7099394095655,71.1911971050882,33.0798261665142,5784,0,11703,1,3,7
"long_cut =  11 ; prob =  0.03",100,0.00854408749145591,99.9914559125085,33.075999313776,49.7099394095655,71.1911971050882,33.0798261665142,5784,0,11703,1,3,7
"long_cut =  11 ; prob =  0.04",100,0.00854408749145591,99.9914559125085,33.075999313776,49.7099394095655,71.1911971050882,33.0798261665142,5784,0,11703,1,3,7
"long_cut =  11 ; prob =  0.05",100,0.00854408749145591,99.9914559125085,33.075999313776,49.7099394095655,71.1911971050882,33.0798261665142,5784,0,11703,1,3,7
"long_cut =  11 ; prob =  0.06",100,0.00854408749145591,99.9914559125085,33.075999313776,49.7099394095655,71.1911971050882,33.0798261665142,5784,0,11703,1,3,7
"long_cut =  11 ; prob =  0.07",100,0.00854408749145591,99.9914559125085,33.075999313776,49.7099394095655,71.1911971050882,33.0798261665142,5784,0,11703,1,3,7
"long_cut =  11 ; prob =  0.08",100,0.00854408749145591,99.9914559125085,33.075999313776,49.7099394095655,71.1911971050882,33.0798261665142,5784,0,11703,1,3,7
"long_cut =  11 ; prob =  0.09",100,0.00854408749145591,99.9914559125085,33.075999313776,49.7099394095655,71.1911971050882,33.0798261665142,5784,0,11703,1,3,7
"long_cut =  11 ; prob =  0.1",100,0.00854408749145591,99.9914559125085,33.075999313776,49.7099394095655,71.1911971050882,33.0798261665142,5784,0,11703,1,3,7
"long_cut =  11 ; prob =  0.11",100,0.00854408749145591,99.9914559125085,33.075999313776,49.7099394095655,71.1911971050882,33.0798261665142,5784,0,11703,1,3,7
"long_cut =  11 ; prob =  0.12",99.9827109266943,0.00854408749145591,99.9914559125085,33.072172023333,49.7034808766652,71.1806410319531,33.0741079597438,5783,1,11703,1,3,7
"long_cut =  11 ; prob =  0.13",99.9654218533887,0.00854408749145591,99.9914559125085,33.0683442951101,49.6970217886458,71.1700844390833,33.0683897529735,5782,2,11703,1,3,7
"long_cut =  11 ; prob =  0.14",99.8789764868603,0.0427204374572796,99.9572795625427,33.0567635614557,49.6732588134136,71.1242982369743,33.0626715462031,5777,7,11699,5,3,7
"long_cut =  11 ; prob =  0.15",99.8098201936376,0.0427204374572796,99.9572795625427,33.0414377289377,49.6474028207774,71.0820527974783,33.0397987191217,5773,11,11699,5,3,7
"long_cut =  11 ; prob =  0.16",99.5850622406639,0.111073137388927,99.8889268626111,33.0067044868489,49.5803744351194,70.9586813511716,33.0112076852699,5760,24,11691,13,3,7
"long_cut =  11 ; prob =  0.17",99.1874135546335,0.307587149692413,99.6924128503076,32.9617925883367,49.4803570658502,70.7555314373104,33.0112076852699,5737,47,11668,36,3,7
"long_cut =  11 ; prob =  0.18",93.1535269709544,23.5645933014354,76.4354066985646,37.588949351193,53.5639725618849,71.8975180144115,46.5805123513266,5388,396,8946,2758,3,7
"long_cut =  11 ; prob =  0.19",89.0905947441217,40.9090909090909,59.0909090909091,42.6961637252465,57.7269926622976,73.1856270416134,56.8446935041171,5153,631,6916,4788,3,7
"long_cut =  11 ; prob =  0.2",85.7538035961272,50.2136021872864,49.7863978127136,45.9812737554464,59.8636171625128,73.1067417386434,61.9682067703568,4960,824,5827,5877,3,7
"long_cut =  11 ; prob =  0.21",83.0394190871369,56.3653451811346,43.6346548188654,48.4661957618567,61.2081050082834,72.6714277068329,65.1875571820677,4803,981,5107,6597,3,7
"long_cut =  11 ; prob =  0.22",80.359612724758,60.8766233766234,39.1233766233766,50.3739026769264,61.9279195256812,71.8104007663072,67.3204483074108,4648,1136,4579,7125,3,7
"long_cut =  11 ; prob =  0.23",77.9564315352697,64.3113465481887,35.6886534518113,51.9111213446926,62.3220456116102,70.8472126201999,68.8243366880146,4509,1275,4177,7527,3,7
"long_cut =  11 ; prob =  0.24",75.7088520055325,67.0454545454545,32.9545454545455,53.169014084507,62.4679029957204,69.7915338518424,69.9107959743824,4379,1405,3857,7847,3,7
"long_cut =  11 ; prob =  0.25",74.1528354080221,69.5488721804511,30.4511278195489,54.6160702916083,62.9023978880985,69.2019748943173,71.0715919487649,4289,1495,3564,8140,3,7
"long_cut =  11 ; prob =  0.26",72.4585062240664,71.9839371155161,28.0160628844839,56.1044176706827,63.2412856496152,68.4669672613213,72.1408966148216,4191,1593,3279,8425,3,7
"long_cut =  11 ; prob =  0.27",70.643153526971,73.8465481886534,26.1534518113465,57.1708409122709,63.1969685252494,67.4635934352607,72.7870539798719,4086,1698,3061,8643,3,7
"long_cut =  11 ; prob =  0.28",69.1735822959889,75.5639097744361,24.4360902255639,58.3151144148083,63.2819296164492,66.6900023335667,73.4503659652333,4001,1783,2860,8844,3,7
"long_cut =  11 ; prob =  0.29",67.7558782849239,77.2812713602187,22.7187286397813,59.5773791425965,63.4039799385213,65.9453456283234,74.1308325709058,3919,1865,2659,9045,3,7
"long_cut =  11 ; prob =  0.3",65.9059474412172,78.4688995215311,21.5311004784689,60.2021478205938,62.9250577748432,64.6803312067327,74.3138151875572,3812,1972,2520,9184,3,7
"long_cut =  11 ; prob =  0.31",64.3326417704011,79.5625427204375,20.4374572795625,60.8702764600033,62.5535849373792,63.6090122739239,74.5253888380604,3721,2063,2392,9312,3,7
"long_cut =  11 ; prob =  0.32",62.7247579529737,80.8185235816815,19.1814764183185,61.7742210114081,62.2458608561379,62.5323175566204,74.8341720036596,3628,2156,2245,9459,3,7
"long_cut =  11 ; prob =  0.33",61.2033195020747,81.8865345181135,18.1134654818865,62.5441696113074,61.8664802516603,61.4668703986665,75.0457456541629,3540,2244,2120,9584,3,7
"long_cut =  11 ; prob =  0.34",60.0103734439834,82.7494873547505,17.2505126452495,63.224043715847,61.5753060138371,60.6267029972752,75.2287282708143,3471,2313,2019,9685,3,7
"long_cut =  11 ; prob =  0.35",58.8001383125864,83.6466165413534,16.3533834586466,63.9887111947319,61.2848004324714,59.7694281396084,75.4288655077768,3401,2383,1914,9790,3,7
"long_cut =  11 ; prob =  0.36",57.2614107883817,84.3472317156528,15.6527682843472,64.3856920684292,60.614934114202,58.5572842998586,75.3888380603843,3312,2472,1832,9872,3,7
"long_cut =  11 ; prob =  0.37",56.1203319502075,85.0478468899522,14.9521531100478,64.9719775820656,60.2226345083488,57.6923076923077,75.48032936871,3246,2538,1750,9954,3,7
"long_cut =  11 ; prob =  0.38",54.6334716459198,85.8851674641148,14.1148325358852,65.6691604322527,59.6451491128728,56.5335623300415,75.5489478499542,3160,2624,1652,10052,3,7
"long_cut =  11 ; prob =  0.39",53.2849239280775,86.5088858509911,13.4911141490089,66.1231495387256,59.0138822403064,55.4376371550887,75.5203568161025,3082,2702,1579,10125,3,7
"long_cut =  11 ; prob =  0.4",51.7807745504841,87.0215311004785,12.9784688995215,66.3491360212672,58.1666342979219,54.1591320072333,75.3659652333028,2995,2789,1519,10185,3,7
"long_cut =  11 ; prob =  0.41",50.7607192254495,87.593984962406,12.406015037594,66.9097538742024,57.7270939834841,53.3352710361866,75.4117108874657,2936,2848,1452,10252,3,7
"long_cut =  11 ; prob =  0.42",49.3084370677732,88.080997949419,11.919002050581,67.1532846715328,56.8637224603728,52.0761056129716,75.2573193046661,2852,2932,1395,10309,3,7
"long_cut =  11 ; prob =  0.43",48.2019363762102,88.4911141490089,11.5088858509911,67.4244256348247,56.2153442887388,51.1165707161454,75.1658279963404,2788,2996,1347,10357,3,7
"long_cut =  11 ; prob =  0.44",47.1991701244813,89.0208475734792,10.9791524265208,67.9950186799502,55.7199714256557,50.2743913668005,75.1887008234218,2730,3054,1285,10419,3,7
"long_cut =  11 ; prob =  0.45",45.8333333333333,89.5334928229665,10.4665071770335,68.3952528379773,54.8861283643892,49.0707833555457,75.080054894785,2651,3133,1225,10479,3,7
"long_cut =  11 ; prob =  0.46",44.5539419087137,89.9265208475735,10.0734791524265,68.6102236421725,54.0251572327044,47.9138777331548,74.919945105215,2577,3207,1179,10525,3,7
"long_cut =  11 ; prob =  0.47",43.8105117565698,90.4647983595352,9.5352016404648,69.4246575342466,53.7205851176595,47.3008287911596,75.0343092406222,2534,3250,1116,10588,3,7
"long_cut =  11 ; prob =  0.48",42.9287690179806,90.8151059466849,9.18489405331511,69.7863968521641,53.1577820595162,46.5085787068255,74.9771271729186,2483,3301,1075,10629,3,7
"long_cut =  11 ; prob =  0.49",41.9432918395574,91.1654135338346,8.83458646616542,70.1156069364162,52.4881003894418,45.6083621597233,74.8856358645929,2426,3358,1034,10670,3,7
"long_cut =  11 ; prob =  0.5",41.0269709543568,91.5071770334928,8.49282296650717,70.4781704781705,51.863184351437,44.7685167716862,74.8112991765782,2373,3411,994,10710,3,7
"long_cut =  11 ; prob =  0.51",40.2143845089903,91.9343814080656,8.06561859193438,71.131498470948,51.3806052573448,44.0430205256381,74.8284537968893,2326,3458,944,10760,3,7
"long_cut =  11 ; prob =  0.52",39.1424619640387,92.2590567327409,7.74094326725906,71.4195583596214,50.5695778423051,43.0320079069414,74.6912168344007,2264,3520,906,10798,3,7
"long_cut =  11 ; prob =  0.53",38.3990318118949,92.5068352699932,7.49316473000684,71.6914138153647,50.0112587255123,42.3305633910193,74.6111619396157,2221,3563,877,10827,3,7
"long_cut =  11 ; prob =  0.54",37.344398340249,92.7033492822967,7.29665071770335,71.6655607166556,49.1020686519664,41.3001912045889,74.3938700823422,2160,3624,854,10850,3,7
"long_cut =  11 ; prob =  0.55",36.289764868603,92.9938482570061,7.00615174299385,71.9081877355259,48.2362403768815,40.2801765496066,74.2394784995425,2099,3685,820,10884,3,7
"long_cut =  11 ; prob =  0.56",35.3734439834025,93.2330827067669,6.76691729323309,72.0930232558139,47.4599860821155,39.3855393855394,74.0965233302836,2046,3738,792,10912,3,7
"long_cut =  11 ; prob =  0.57",34.2842323651452,93.4637730690362,6.53622693096377,72.1615720524018,46.4838255977497,38.3055169216504,73.8906678865508,1983,3801,765,10939,3,7
"long_cut =  11 ; prob =  0.58",33.4370677731674,93.7286397812714,6.27136021872864,72.4887556221889,45.7643161381921,37.4748101069602,73.7877401646844,1934,3850,734,10970,3,7
"long_cut =  11 ; prob =  0.59",32.6590594744122,93.890977443609,6.10902255639098,72.542242703533,45.0405340963281,36.6938616938617,73.6390667886551,1889,3895,715,10989,3,7
"long_cut =  11 ; prob =  0.6",31.6735822959889,94.1131237183869,5.88687628161313,72.6695755652519,44.1180012040939,35.7017578048876,73.461802378774,1832,3952,689,11015,3,7
"long_cut =  11 ; prob =  0.61",30.8264177040111,94.3181818181818,5.68181818181818,72.8349673202614,43.3187560738581,34.8459974984365,73.3188472095151,1783,4001,665,11039,3,7
"long_cut =  11 ; prob =  0.62",30.1867219917012,94.4805194805195,5.51948051948052,72.9933110367893,42.7103718199609,34.197743654027,73.2159194876487,1746,4038,646,11058,3,7
"long_cut =  11 ; prob =  0.63",29.2185338865837,94.6514012303486,5.3485987696514,72.9706390328152,41.7283950617284,33.1997485462832,73.0100640439158,1690,4094,626,11078,3,7
"long_cut =  11 ; prob =  0.64",28.4751037344398,94.8564593301435,5.14354066985646,73.2325477990218,41.0058508651811,32.4404175694308,72.901418115279,1647,4137,602,11102,3,7
"long_cut =  11 ; prob =  0.65",27.8526970954357,94.9846206425154,5.01537935748462,73.2939035486806,40.3658231019795,31.7952159153707,72.7813357731015,1611,4173,587,11117,3,7
"long_cut =  11 ; prob =  0.66",26.8499308437068,95.1555023923445,4.84449760765551,73.2547169811321,39.2965587044534,30.7451694646817,72.564043915828,1553,4231,567,11137,3,7
"long_cut =  11 ; prob =  0.67",26.0373443983403,95.352016404648,4.64798359535201,73.4634146341463,38.4477916773041,29.8975621376955,72.4268069533394,1506,4278,544,11160,3,7
"long_cut =  11 ; prob =  0.68",25.3457814661134,95.5143540669856,4.48564593301436,73.6313410346559,37.7106109324759,29.1718072193258,72.3067246111619,1466,4318,525,11179,3,7
"long_cut =  11 ; prob =  0.69",24.5677731673582,95.6766917293233,4.3233082706767,73.7415672029061,36.8564388535858,28.3485616247057,72.1580512351327,1421,4363,506,11198,3,7
"long_cut =  11 ; prob =  0.7",23.6514522821577,95.8304853041695,4.16951469583049,73.7068965517241,35.8115183246073,27.3687580025608,71.9579139981702,1368,4416,488,11216,3,7
"long_cut =  11 ; prob =  0.71",22.9253112033195,95.9501025290499,4.0498974709501,73.6666666666667,34.9683544303797,26.5880654475457,71.7978042086002,1326,4458,474,11230,3,7
"long_cut =  11 ; prob =  0.72",22.0781466113416,96.1124401913876,3.88755980861244,73.729792147806,33.9808408728047,25.6755669937269,71.6262580054895,1277,4507,455,11249,3,7
"long_cut =  11 ; prob =  0.73",21.1791147994468,96.1893369788107,3.81066302118934,73.3093955715141,32.8638497652582,24.6906115209417,71.3803751143641,1225,4559,446,11258,3,7
"long_cut =  11 ; prob =  0.74",20.5567081604426,96.3687628161312,3.63123718386876,73.6679058240397,32.1438226547716,24.020202020202,71.2946020128088,1189,4595,425,11279,3,7
"long_cut =  11 ; prob =  0.75",19.8478561549101,96.5567327409433,3.44326725905674,74.0167633784655,31.3019768234492,23.2511038198242,71.185956084172,1148,4636,403,11301,3,7
"long_cut =  11 ; prob =  0.76",19.0871369294606,96.6678058783322,3.33219412166781,73.8955823293173,30.3380049464139,22.4116930572473,71.0086916742909,1104,4680,390,11314,3,7
"long_cut =  11 ; prob =  0.77",18.3091286307054,96.795967190704,3.20403280929596,73.8493723849372,29.3433083956775,21.5506715506715,70.8371454711802,1059,4725,375,11329,3,7
"long_cut =  11 ; prob =  0.78",17.5138312586445,96.8728639781271,3.12713602187287,73.4590282813633,28.2842384475778,20.6608199061799,70.625571820677,1013,4771,366,11338,3,7
"long_cut =  11 ; prob =  0.79",17.0643153526971,96.9668489405331,3.03315105946685,73.5469448584203,27.7013752455796,20.1609608628156,70.5397987191217,987,4797,355,11349,3,7
"long_cut =  11 ; prob =  0.8",16.2863070539419,97.0779220779221,2.92207792207793,73.3644859813084,26.6553480475382,19.2874692874693,70.3568161024703,942,4842,342,11362,3,7
"long_cut =  11 ; prob =  0.81",15.6639004149378,97.1633629528366,2.83663704716336,73.1825525040388,25.8046140700655,18.5853778616559,70.208142726441,906,4878,332,11372,3,7
"long_cut =  11 ; prob =  0.82",15.0414937759336,97.3086124401914,2.69138755980861,73.4177215189873,24.9677141627206,17.8857777229555,70.0994967978042,870,4914,315,11389,3,7
"long_cut =  11 ; prob =  0.83",14.4536652835408,97.4111414900889,2.58885850991114,73.3977172958736,24.1513794597718,17.2193614830072,69.9736962488564,836,4948,303,11401,3,7
"long_cut =  11 ; prob =  0.84",13.6410788381743,97.5478468899522,2.45215311004785,73.3271375464684,23.002915451895,16.2935734346605,69.7964318389753,789,4995,287,11417,3,7
"long_cut =  11 ; prob =  0.85",13.1051175656985,97.7016404647984,2.29835953520164,73.8072054527751,22.2581118778447,15.685138434797,69.7220951509607,758,5026,269,11435,3,7
"long_cut =  11 ; prob =  0.86",12.551867219917,97.8041695146958,2.19583048530417,73.8555442522889,21.4570710802424,15.0503752228534,69.6077310155535,726,5058,257,11447,3,7
"long_cut =  11 ; prob =  0.87",11.8948824343015,97.8981544771019,2.10184552289815,73.661670235546,20.4822863947603,14.2916493560449,69.4533394327539,688,5096,246,11458,3,7
"long_cut =  11 ; prob =  0.88",11.4107883817427,98.0604921394395,1.9395078605605,74.4081172491544,19.787138360066,13.7368355326146,69.4018755718207,660,5124,227,11477,3,7
"long_cut =  11 ; prob =  0.89",10.7710926694329,98.1459330143541,1.85406698564593,74.1666666666667,18.81038647343,12.9921588254922,69.247483989021,623,5161,217,11487,3,7
"long_cut =  11 ; prob =  0.9",10.2869986168741,98.2399179767601,1.76008202323992,74.2821473158552,18.0713743356112,12.428458035677,69.150274473925,595,5189,206,11498,3,7
"long_cut =  11 ; prob =  0.91",9.76832641770401,98.2826384142174,1.71736158578264,73.7597911227154,17.2519083969466,11.8190946364321,69.0073193046661,565,5219,201,11503,3,7
"long_cut =  11 ; prob =  0.92",9.0076071922545,98.4278879015721,1.57211209842789,73.9007092198582,16.057944213284,10.9265550941655,68.8529277218664,521,5263,184,11520,3,7
"long_cut =  11 ; prob =  0.93",8.14315352697095,98.5218728639781,1.47812713602188,73.1366459627329,14.6546359676416,9.90328006728343,68.6299176578225,471,5313,173,11531,3,7
"long_cut =  11 ; prob =  0.94",7.62448132780083,98.632946001367,1.36705399863295,73.3777038269551,13.8136256851997,9.28929519315836,68.5327081427264,441,5343,160,11544,3,7
"long_cut =  11 ; prob =  0.95",6.96749654218534,98.7354750512645,1.26452494873548,73.1397459165154,12.7229676400947,8.50677586861992,68.3840347666972,403,5381,148,11556,3,7
"long_cut =  11 ; prob =  0.96",6.1030428769018,98.8294600136705,1.17053998632946,72.0408163265306,11.2527892891297,7.47058325573521,68.1610247026533,353,5431,137,11567,3,7
"long_cut =  11 ; prob =  0.97",5.35961272475795,98.9661654135338,1.03383458646616,71.9257540603248,9.97586484312148,6.57699325327789,68.0066331198536,310,5474,121,11583,3,7
